RouteUID,RouteID,RouteName,SubRouteUID,SubRouteID,SubRouteName,Direction,StopUID,StopID,StopName,StopBoarding,StopSequence,PositionLon,PositionLat,StationID,LocationCityCode,Dist_Cum,Dist_Intv
HUA0027,27,309,HUA002701,2701,309,0,HUA304981,304981,玉里火車站,1,1,121.312265,23.331378,139519,HUA,0,NA
HUA0027,27,309,HUA002701,2701,309,0,HUA304978,304978,安通溫泉,0,2,121.341237,23.280843,129352,HUA,7983.202531,7983.202531
HUA0027,27,309,HUA002701,2701,309,0,HUA304979,304979,寧埔休憩區,0,3,121.417972,23.248855,139520,TTT,22165.53275,14182.33022
HUA0027,27,309,HUA002701,2701,309,0,HUA304980,304980,長濱鄉公所,0,4,121.451697,23.314953,33539,TTT,30790.00712,8624.47437
HUA0027,27,309,HUA002701,2701,309,0,HUA304985,304985,奚卜蘭遊客中心,0,5,121.488786,23.466461,139523,HUA,49546.54356,18756.53644
HUA0027,27,309,HUA002701,2701,309,0,HUA304984,304984,石梯坪,0,6,121.508685,23.490803,139522,HUA,53681.86326,4135.3197
HUA0027,27,309,HUA002701,2701,309,0,HUA304982,304982,北回歸線,0,7,121.4966,23.45225,139521,HUA,59571.43838,5889.575123
HUA0027,27,309,HUA002701,2701,309,0,HUA304986,304986,金剛大道,0,8,121.4485,23.33021,139524,TTT,75392.97109,15821.53271
HUA0027,27,309,HUA002701,2701,309,0,HUA304987,304987,金剛好事館,0,9,121.460834,23.326355,139525,TTT,77791.01688,2398.04579
HUA0027,27,309,HUA002701,2701,309,0,HUA304988,304988,長濱鄉公所,0,10,121.451804,23.314824,33539,TTT,79828.02091,2037.004023
HUA0027,27,309,HUA002701,2701,309,0,HUA304989,304989,寧埔休憩區,0,11,121.417806,23.248861,139526,TTT,88450.8592,8622.838293
HUA0027,27,309,HUA002701,2701,309,0,HUA304990,304990,安通溫泉,0,12,121.34129,23.281022,129353,HUA,102626.6084,14175.74917
HUA0027,27,309,HUA002701,2701,309,0,HUA304981,304981,玉里火車站,-1,13,121.312265,23.331378,139519,HUA,110612.449,7985.840653
HUA0117,117,311,HUA011701,11701,311,0,HUA307560,307560,花蓮轉運站,1,1,121.603181,23.993063,141890,HUA,0,NA
HUA0117,117,311,HUA011701,11701,311,0,HUA286979,286979,市立圖書館,0,2,121.6015,23.990061,128328,HUA,384.0482028,384.0482028
HUA0117,117,311,HUA011701,11701,311,0,HUA182874,182874,花蓮商校,0,3,121.6018206,23.9865839,31542,HUA,873.2233052,489.1751023
HUA0117,117,311,HUA011701,11701,311,0,HUA241908,241908,郵政總局,0,4,121.6038712,23.9839403,35855,HUA,1234.125232,360.9019273
HUA0117,117,311,HUA011701,11701,311,0,HUA182876,182876,大同市場,0,5,121.6061227,23.98101044,31949,HUA,1631.834348,397.7091155
HUA0117,117,311,HUA011701,11701,311,0,HUA237391,237391,臺灣企銀,0,6,121.60809,23.97852,107924,HUA,1973.326283,341.4919352
HUA0117,117,311,HUA011701,11701,311,0,HUA182389,182389,花蓮醫院(將軍府),0,7,121.61147,23.97987,31863,HUA,2406.742578,433.4162952
HUA0117,117,311,HUA011701,11701,311,0,HUA310127,310127,松園別館,0,8,121.61865,23.98271,143818,HUA,3281.364977,874.6223983
HUA0117,117,311,HUA011701,11701,311,0,HUA310128,310128,上美崙,0,9,121.62062,23.98504,143819,HUA,3607.936194,326.5712168
HUA0117,117,311,HUA011701,11701,311,0,HUA304778,304778,煙波大飯店,0,10,121.622275,23.987042,139397,HUA,3886.282482,278.3462883
HUA0117,117,311,HUA011701,11701,311,0,HUA304780,304780,中美路民權八街口,0,11,121.623794,23.988784,139399,HUA,4134.552479,248.2699973
HUA0117,117,311,HUA011701,11701,311,0,HUA237394,237394,門諾醫院,0,12,121.62621,23.98819,107015,HUA,4476.013938,341.461459
HUA0117,117,311,HUA011701,11701,311,0,HUA304781,304781,麗軒國際飯店,0,13,121.625603,23.990929,139400,HUA,4900.000383,423.9864448
HUA0117,117,311,HUA011701,11701,311,0,HUA310129,310129,鑄強國小,0,14,121.6253,23.99254,143820,HUA,5145.045505,245.0451225
